time,cpu@tsung_controller@3569fb844dae 
0,6.616290973403387 
10,6.616290973403387 
20,4.227478610971314 
30,4.227478610971314 
40,3.7955465587044532 
50,3.7955465587044532 
60,3.7955465587044532 
70,3.7955465587044532 
80,3.7955465587044532 
90,3.7955465587044532 
100,3.7955465587044532 
110,3.7955465587044532 
120,3.7955465587044532 
130,3.7955465587044532 
140,3.7955465587044532 
150,3.7955465587044532 
160,3.7955465587044532 
170,3.7955465587044532 
180,3.7955465587044532 
190,3.7955465587044532 
200,3.7955465587044532 
210,3.7955465587044532 
220,3.7955465587044532 
230,3.7955465587044532 
240,3.7955465587044532 
250,3.7955465587044532 
260,3.7955465587044532 
270,3.7955465587044532 
280,3.7955465587044532 
290,3.7955465587044532 
300,3.7955465587044532 
310,3.7955465587044532 
320,3.7955465587044532 
330,3.7955465587044532 
340,3.7955465587044532 
350,3.7955465587044532 
360,3.7955465587044532 
370,3.7955465587044532 
380,3.7955465587044532 
390,3.7955465587044532 
400,3.7955465587044532 
410,3.7955465587044532 
420,3.7955465587044532 
430,3.7955465587044532 
440,3.7955465587044532 
450,3.7955465587044532 
460,3.7955465587044532 
470,3.7955465587044532 
480,3.7955465587044532 
490,3.7955465587044532 
500,3.7955465587044532 
510,3.7955465587044532 
520,3.7955465587044532 
530,3.7955465587044532 
540,3.7955465587044532 
550,3.7955465587044532 
560,3.7955465587044532 
570,3.7955465587044532 
580,3.7955465587044532 
590,3.7955465587044532 
600,3.7955465587044532 
610,3.7955465587044532 
620,3.7955465587044532 
630,3.7955465587044532 
640,3.7955465587044532 
650,3.7955465587044532 
660,3.7955465587044532 
670,3.7955465587044532 
680,3.7955465587044532 
690,3.7955465587044532 
700,3.7955465587044532 
710,3.7955465587044532 
720,3.7955465587044532 
730,3.7955465587044532 
740,3.7955465587044532 
750,3.7955465587044532 
760,3.7955465587044532 
770,3.7955465587044532 
780,3.7955465587044532 
790,3.7955465587044532 
800,3.7955465587044532 
810,3.7955465587044532 
820,3.7955465587044532 
830,3.7955465587044532 
840,3.7955465587044532 
850,3.7955465587044532 
860,3.7955465587044532 
870,3.7955465587044532 
880,3.7955465587044532 
890,3.7955465587044532 
900,3.7955465587044532 
910,3.7955465587044532 
920,3.7955465587044532 
930,3.7955465587044532 
940,3.7955465587044532 
950,3.7955465587044532 
960,3.7955465587044532 
970,3.7955465587044532 
980,3.7955465587044532 
990,3.7955465587044532 
1000,3.7955465587044532 
1010,3.7955465587044532 
1020,3.7955465587044532 
1030,3.7955465587044532 
1040,3.7955465587044532 
1050,3.7955465587044532 
1060,3.7955465587044532 
1070,3.7955465587044532 
1080,3.7955465587044532 
1090,3.7955465587044532 
1100,3.7955465587044532 
1110,3.7955465587044532 
1120,3.7955465587044532 
1130,3.7955465587044532 
1140,3.7955465587044532 
1150,3.7955465587044532 
1160,3.7955465587044532 
1170,3.7955465587044532 
1180,3.7955465587044532 
1190,3.7955465587044532 
1200,3.7955465587044532 
1210,3.7955465587044532 
1220,3.7955465587044532 
1230,3.7955465587044532 
1240,3.7955465587044532 
1250,3.7955465587044532 
1260,3.7955465587044532 
1270,3.7955465587044532 
1280,3.7955465587044532 
1290,3.7955465587044532 
1300,3.7955465587044532 
1310,3.7955465587044532 
1330,3.7955465587044532 
1340,3.7955465587044532 
1350,3.7955465587044532 
1360,3.7955465587044532 
1370,3.7955465587044532 
1380,3.7955465587044532 
1390,3.7955465587044532 
1400,3.7955465587044532 
1410,3.7955465587044532 
1420,3.7955465587044532 
1430,3.7955465587044532 
1440,3.7955465587044532 
1450,3.7955465587044532 
1460,3.7955465587044532 
1470,3.7955465587044532 
1480,3.7955465587044532 
1490,3.7955465587044532 
1500,3.7955465587044532 
1510,3.7955465587044532 
1520,3.7955465587044532 
1530,3.7955465587044532 
1540,3.7955465587044532 
1550,3.7955465587044532 
1560,3.7955465587044532 
1570,3.7955465587044532 
1580,3.7955465587044532 
1590,3.7955465587044532 
1600,3.7955465587044532 
1610,3.7955465587044532 
1620,3.7955465587044532 
1630,3.7955465587044532 
1640,3.7955465587044532 
1650,3.7955465587044532 
1660,3.7955465587044532 
1670,3.7955465587044532 
1680,3.7955465587044532 
1690,3.7955465587044532 
1700,3.7955465587044532 
1710,3.7955465587044532 
1720,3.7955465587044532 
1730,3.7955465587044532 
1740,3.7955465587044532 
1750,3.7955465587044532 
1760,3.7955465587044532 
1770,3.7955465587044532 
1780,3.7955465587044532 
1790,3.7955465587044532 
1800,3.7955465587044532 
1810,3.7955465587044532 
1820,3.7955465587044532 
1830,3.7955465587044532 
1840,3.7955465587044532 
1850,3.7955465587044532 
1860,3.7955465587044532 
1870,3.7955465587044532 
1880,3.7955465587044532 
1890,3.7955465587044532 
1900,3.7955465587044532 
1910,3.7955465587044532 
1920,3.7955465587044532 
1930,3.7955465587044532 
1940,3.7955465587044532 
1950,3.7955465587044532 
1960,3.7955465587044532 
1970,3.7955465587044532 
1980,3.7955465587044532 
1990,3.7955465587044532 
2000,3.7955465587044532 
2010,3.7955465587044532 
2020,3.7955465587044532 
2030,3.7955465587044532 
2040,3.7955465587044532 
2050,3.7955465587044532 
2060,3.7955465587044532 
