time,cpu@tsung_controller@3569fb844dae 
0,6.616290973403387 
10,6.633165829145729 
20,4.227478610971314 
30,5.918057663125948 
40,3.7955465587044532 
50,5.106167846309403 
60,13.813025210084035 
70,16.10348468848997 
80,14.090431125131442 
90,15.324267782426778 
100,14.368726888536715 
110,19.20251836306401 
120,15.720294426919033 
130,12.867647058823529 
140,13.540569020021076 
150,13.0 
160,15.400733368255631 
170,14.861329147043435 
180,15.514511873350923 
190,14.578947368421053 
200,13.008989952406132 
210,14.69968387776607 
220,11.916010498687664 
230,13.1104033970276 
240,15.15311510031679 
250,16.156282998944032 
260,15.721649484536082 
270,15.57420031463031 
280,16.50893796004206 
290,17.28525980911983 
300,16.066770996348463 
310,13.576333861595351 
320,14.921465968586386 
330,16.95629278567667 
340,15.282919090428345 
350,15.404699738903393 
360,14.5985401459854 
370,13.578947368421051 
380,14.092563702548103 
390,14.648334214701217 
400,17.7579884756417 
410,15.55438780872307 
420,16.84100418410042 
430,13.298429319371726 
440,15.970772442588727 
450,17.71488469601677 
460,14.055179593961478 
470,14.485981308411214 
480,15.827711468604047 
490,15.476810838978636 
500,14.323052796654471 
510,9.707724425887266 
520,10.465724751439037 
530,7.886435331230284 
540,8.90985324947589 
550,8.782017773131209 
560,8.542976939203355 
570,8.895866038723181 
580,13.420365535248042 
590,8.958333333333334 
600,8.72974385781495 
610,9.337506520605112 
620,10.377358490566039 
630,10.332294911734165 
640,9.047869542346133 
650,11.007268951194185 
660,8.411703239289446 
670,7.6802507836990594 
680,9.3011035207567 
690,8.727655099894847 
700,8.499475341028331 
710,8.838912133891213 
720,10.225485055060304 
730,8.752620545073375 
740,8.599895123230205 
750,7.660020986358866 
760,9.383236689509753 
770,6.8181818181818175 
780,8.012651555086979 
790,8.89942074776198 
800,7.676130389064142 
810,8.390141583639224 
820,7.918196119559518 
830,8.17181770560503 
840,9.49134766649187 
850,8.654848800834202 
860,8.632345293811753 
870,8.263598326359832 
880,8.529565672422814 
890,11.832460732984293 
900,9.209157127991675 
910,8.071278825995808 
920,9.006211180124224 
930,8.831168831168831 
940,11.639937920331093 
950,9.358841778697 
960,10.339506172839506 
970,9.213250517598343 
980,10.850286906624934 
990,9.408740359897172 
1000,10.056730273336772 
1010,9.067490984028852 
1020,11.503067484662576 
1030,10.572012257405516 
1040,10.466906105695228 
1050,9.426229508196721 
1060,11.840082009226037 
1070,10.869565217391305 
1080,10.061601642710473 
1090,10.08188331627431 
1100,13.194090677534387 
1110,9.489795918367347 
1120,10.137544574630668 
1130,12.430238457635717 
1140,9.95405819295559 
1150,11.546286876907425 
1160,11.563599798893916 
1170,12.790697674418606 
1180,11.1731843575419 
1190,10.862944162436548 
1200,11.505321844906234 
1210,12.075088787417554 
1220,10.50228310502283 
1230,10.400811770674784 
1240,11.300853842290307 
1250,11.800302571860817 
1260,12.70242914979757 
1270,11.495983935742972 
1280,11.474584801207852 
1290,10.663983903420524 
1300,12.475149105367793 
1310,11.911911911911911 
1330,13.390601313794845 
1340,12.312312312312311 
1350,11.605802901450724 
1360,12.388059701492537 
1370,14.796175138399597 
1380,11.26126126126126 
1390,11.773547094188377 
1400,11.889168765743072 
1410,13.64776718514802 
1420,13.528520949015649 
1430,10.791729702471004 
1440,12.851405622489958 
1450,11.460446247464503 
1460,11.812216052498737 
1470,11.94331983805668 
1480,11.235955056179774 
1490,15.017757483510907 
1500,13.622448979591836 
1510,11.965376782077392 
1520,12.09349593495935 
1530,11.320754716981133 
1540,11.497189575881452 
1550,13.074565883554648 
1560,11.450381679389313 
1570,10.723447922011289 
1580,13.143148242485992 
1590,10.762100926879507 
1600,12.10877373011801 
1610,10.537084398976983 
1620,9.851205746536685 
1630,10.148641722193746 
1640,9.408740359897172 
1650,12.295918367346939 
1660,10.236625514403293 
1670,10.723447922011289 
1680,10.839694656488549 
1690,11.967128916281458 
1700,10.475217169136434 
1710,9.607438016528926 
1720,12.93634496919918 
1730,9.334708612686953 
1740,9.61439588688946 
1750,10.56701030927835 
1760,9.151670951156813 
1770,9.742268041237114 
1780,9.435897435897436 
1790,10.910962429233145 
1800,9.311950336264873 
1810,10.020449897750511 
1820,9.516460905349794 
1830,9.067490984028852 
1840,11.378780112762685 
1850,8.992805755395683 
1860,9.917780061664953 
1870,10.518292682926829 
1880,10.510204081632653 
1890,11.934156378600823 
1900,10.03584229390681 
1910,8.65533230293663 
1920,8.60655737704918 
1930,9.458077709611452 
1940,8.709016393442623 
1950,10.672139558748075 
1960,8.932238193018481 
1970,8.746803069053708 
1980,8.717948717948717 
1990,8.341915550978372 
2000,9.406952965235174 
2010,10.918367346938776 
2020,9.785932721712538 
2030,9.11869587366276 
2040,10.371123538383324 
2050,11.961479979726306 
2060,10.486322188449847 
2070,12.26653205451792 
2080,10.025316455696203 
2090,10.081053698074975 
2100,10.025316455696203 
2110,11.645569620253164 
2120,10.478589420654911 
2130,9.772151898734178 
2140,10.1566447700859 
2150,12.329459322890349 
2160,10.544904137235116 
2170,9.297625063163213 
2180,9.564777327935223 
2190,10.558375634517766 
2200,11.447302067574382 
2210,10.46277665995976 
2220,10.647915620291311 
2230,10.315473209814723 
2240,11.244377811094452 
2250,13.310069790628114 
2260,11.455727863931967 
2270,10.51051051051051 
2280,9.924433249370278 
2290,10.391566265060241 
2300,10.447011551983927 
2310,11.899999999999999 
2320,10.64044377206253 
2330,10.301507537688442 
2340,10.35175879396985 
2350,10.52896725440806 
2360,10.98118962887646 
2370,11.29601613716591 
2380,10.725075528700906 
2390,10.703517587939698 
2400,13.761928679055751 
2410,10.748367654445003 
2420,12.330827067669173 
2430,11.994002998500749 
2440,12.030075187969924 
2450,12.057797708021925 
2460,12.962962962962962 
2470,10.645812310797174 
2480,11.714855433698904 
2490,11.481113320079523 
2500,13.316582914572864 
2510,12.267471091000502 
2520,11.437095972153157 
2530,11.105527638190955 
2540,11.371571072319203 
2550,10.97131353799698 
2560,12.814070351758794 
2570,11.866931479642503 
2580,11.333000499251124 
2590,12.761714855433699 
2600,11.938061938061937 
2610,12.438057482656095 
2620,11.548033847685415 
2630,12.333497779970399 
2640,12.77445109780439 
2650,12.0 
2660,12.50620347394541 
2670,12.45674740484429 
2680,12.01588877855015 
2690,13.127797115862755 
2700,11.794102948525737 
2710,11.72069825436409 
2720,11.796913887506221 
2730,11.371571072319203 
2740,11.594202898550725 
2750,13.233830845771145 
2760,11.87624750499002 
2770,11.010558069381599 
2780,10.837932764676367 
2790,12.738214643931794 
2800,10.780856423173804 
2810,10.821643286573146 
2820,10.882647943831495 
2830,11.782477341389729 
2840,10.739614994934144 
2850,10.989010989010989 
2860,11.573146292585172 
2870,12.974051896207584 
2880,11.294352823588207 
2890,11.894052973513244 
2900,13.695219123505975 
2910,12.039800995024876 
2920,12.568853279919882 
2930,12.524850894632205 
2940,11.891620672353238 
2950,11.088810837932765 
2960,12.883744338198289 
2980,11.4171256885328 
2990,10.960281548516843 
3000,11.16675012518778 
3010,11.905952976488244 
3020,13.08037943085372 
3030,10.888108379327646 
3040,11.328320802005013 
3050,11.478696741854638 
3060,11.85 
3070,12.631053419870195 
3080,11.890547263681592 
3090,10.871743486973948 
3100,13.559322033898304 
3110,10.6 
3120,12.649402390438247 
3130,10.60834590246355 
3140,11.56901688182721 
3150,12.07920792079208 
3160,11.793855302279486 
3170,13.290194126431059 
3180,11.0 
3190,10.71071071071071 
3200,12.064613831398283 
3210,11.370407149950347 
3220,11.32360342224459 
3230,11.743951612903226 
3240,10.920986411675894 
3250,10.893574297188755 
3260,12.08902377339403 
3270,12.092323130958354 
3280,10.808080808080808 
3290,11.11111111111111 
3300,12.373737373737374 
3310,10.481012658227847 
3320,11.528822055137844 
3330,10.793172690763052 
3340,10.998479472883933 
3350,13.302984319676279 
3360,11.578947368421053 
3370,11.944027986006997 
3380,11.623246492985972 
3390,13.370055082623935 
3400,11.575239053850025 
3410,12.17564870259481 
3420,12.18299353555445 
3430,13.551637279596978 
3440,10.201005025125628 
3450,12.5 
3460,11.544227886056973 
3470,11.398176291793312 
3480,13.023725391216557 
3490,11.817726589884828 
3500,11.435768261964736 
3510,11.004056795131847 
3520,11.150532184490624 
3530,15.678391959798995 
3540,10.987903225806452 
3550,10.887096774193548 
3560,11.088810837932765 
3570,11.368209255533198 
3580,12.700803212851405 
3590,9.788092835519677 
3600,11.26126126126126 
3610,11.321695760598503 
3620,11.43141153081511 
3630,11.072319201995013 
3640,12.890231621349447 
3650,11.515151515151516 
3660,14.456035767511178 
3670,11.189162067235324 
3680,12.569409389197375 
3690,11.346444780635402 
3700,11.28307538691962 
3710,11.1 
3720,12.19758064516129 
3730,10.231854838709678 
3740,10.832497492477431 
3750,10.53687907676869 
3760,11.577350859453993 
3770,10.166079516859588 
3780,10.35175879396985 
3790,10.534274193548388 
3800,10.412474849094568 
3810,11.291139240506329 
3820,10.75 
3830,10.407239819004525 
3840,9.974811083123427 
3850,11.188811188811188 
3860,11.072144288577155 
3870,13.193403298350825 
3880,11.011459890383657 
3890,10.89455272363818 
3900,10.597689603214464 
3910,11.15 
3920,12.693653173413294 
3930,10.904522613065327 
3940,11.450000000000001 
3950,11.776447105788424 
3960,12.374749498997996 
3970,11.393034825870647 
3980,10.494752623688155 
3990,11.08891108891109 
4000,10.27190332326284 
4010,12.662013958125623 
4020,10.486703462117411 
4030,10.787757150025087 
4040,10.802624936900555 
4050,14.741035856573706 
4060,13.539553752535497 
4070,11.661661661661661 
4080,13.230154767848228 
4090,11.368209255533198 
4100,13.936063936063936 
4110,12.817955112219451 
4120,10.92184368737475 
4130,10.581745235707121 
4140,11.661661661661661 
4150,12.867830423940148 
4160,11.189162067235324 
4170,11.796913887506221 
4180,10.383064516129032 
4190,12.53107906514172 
4200,10.866299449173761 
4210,10.296333500753391 
4220,10.871743486973948 
4230,10.56584877315974 
4240,10.377833753148614 
4250,12.237762237762238 
4260,10.987903225806452 
4270,11.555777888944473 
4280,13.303212851405622 
4290,10.165247871807711 
4300,11.897590361445783 
4310,10.080645161290322 
4320,10.712506228201295 
4330,10.787757150025087 
4340,13.380281690140844 
4350,10.35175879396985 
4360,15.36144578313253 
4370,11.239337681886603 
4380,11.161387631975868 
4390,13.004484304932735 
4400,10.87719298245614 
4410,10.816224336504757 
4420,15.040241448692154 
4430,11.670822942643392 
4440,11.555777888944473 
4450,10.558069381598793 
4460,10.960281548516843 
4470,12.506253126563283 
4480,11.228070175438596 
4490,10.417715148465023 
4500,10.346559517830237 
4510,13.126252505010019 
4520,12.191435768261965 
4530,11.864406779661017 
4540,13.531187122736418 
4550,14.385964912280702 
4560,9.994952044422009 
4570,13.179074446680081 
4580,11.56735102653981 
4590,12.606303151575787 
4600,10.615923885828742 
4610,11.216825237856785 
4620,13.6431784107946 
4630,12.906453226613307 
4640,11.697361871577899 
4660,11.188811188811188 
4670,12.406203101550775 
4680,15.044687189672294 
4690,12.875751503006011 
4700,14.356681569796322 
4710,11.588411588411589 
4720,12.475149105367793 
4730,13.486513486513488 
4740,14.585414585414586 
4750,13.684210526315791 
4760,12.09556993529119 
4770,11.4 
4780,13.413413413413414 
