time,page 
50,1.551025390625 
60,1.551025390625 
70,1.551025390625 
80,1.551025390625 
90,1.551025390625 
100,1.551025390625 
110,1.551025390625 
120,1.551025390625 
130,1.551025390625 
140,1.551025390625 
150,1.551025390625 
160,1.551025390625 
170,1.551025390625 
180,1.551025390625 
190,1.551025390625 
200,1.551025390625 
210,1.551025390625 
220,1.551025390625 
230,1.551025390625 
240,1.551025390625 
250,1.551025390625 
260,1.551025390625 
270,1.551025390625 
280,1.551025390625 
290,1.551025390625 
300,1.551025390625 
310,1.551025390625 
320,1.551025390625 
330,1.551025390625 
340,1.551025390625 
350,1.551025390625 
360,1.551025390625 
370,1.551025390625 
380,1.551025390625 
390,1.551025390625 
400,1.551025390625 
410,1.551025390625 
420,1.551025390625 
430,1.551025390625 
440,1.551025390625 
450,1.551025390625 
460,1.551025390625 
470,1.551025390625 
480,1.551025390625 
490,1.551025390625 
500,1.551025390625 
510,1.551025390625 
520,1.551025390625 
530,1.551025390625 
540,1.551025390625 
550,1.551025390625 
560,1.551025390625 
570,1.551025390625 
580,1.551025390625 
590,1.551025390625 
600,1.551025390625 
610,1.551025390625 
620,1.551025390625 
630,1.551025390625 
640,1.551025390625 
650,1.551025390625 
660,1.551025390625 
670,1.551025390625 
680,1.551025390625 
690,1.551025390625 
700,1.551025390625 
710,1.551025390625 
720,1.551025390625 
730,1.551025390625 
740,1.551025390625 
750,1.551025390625 
760,1.551025390625 
770,1.551025390625 
780,1.551025390625 
790,1.551025390625 
800,1.551025390625 
810,1.551025390625 
820,1.551025390625 
830,1.551025390625 
840,1.551025390625 
850,1.551025390625 
860,1.551025390625 
870,1.551025390625 
880,1.551025390625 
890,1.551025390625 
900,1.551025390625 
910,1.551025390625 
920,1.551025390625 
930,1.551025390625 
940,1.551025390625 
950,1.551025390625 
960,1.551025390625 
970,1.551025390625 
980,1.551025390625 
990,1.551025390625 
1000,1.551025390625 
1010,1.551025390625 
1020,1.551025390625 
1030,1.551025390625 
1040,1.551025390625 
1050,1.551025390625 
1060,1.551025390625 
1070,1.551025390625 
1080,1.551025390625 
1090,1.551025390625 
1100,1.551025390625 
1110,1.551025390625 
1120,1.551025390625 
1130,1.551025390625 
1140,1.551025390625 
1150,1.551025390625 
1160,1.551025390625 
1170,1.551025390625 
1180,1.551025390625 
1190,1.551025390625 
1200,1.551025390625 
1210,1.551025390625 
1220,1.551025390625 
1230,1.551025390625 
1240,1.551025390625 
1250,1.551025390625 
1260,1.551025390625 
1270,1.551025390625 
1280,1.551025390625 
1290,1.551025390625 
1300,1.551025390625 
1310,1.551025390625 
1320,1.551025390625 
1330,1.551025390625 
1340,1.551025390625 
1350,1.551025390625 
1360,1.551025390625 
1370,1.551025390625 
1380,1.551025390625 
1390,1.551025390625 
1400,1.551025390625 
1410,1.551025390625 
1420,1.551025390625 
1430,1.551025390625 
1440,1.551025390625 
1450,1.551025390625 
1460,1.551025390625 
1470,1.551025390625 
1480,1.551025390625 
1490,1.551025390625 
1500,1.551025390625 
1510,1.551025390625 
1520,1.551025390625 
1530,1.551025390625 
1540,1.551025390625 
1550,1.551025390625 
1560,1.551025390625 
1570,1.551025390625 
1580,1.551025390625 
1590,1.551025390625 
1600,1.551025390625 
1610,1.551025390625 
1620,1.551025390625 
1630,1.551025390625 
1640,1.551025390625 
1650,1.551025390625 
1660,1.551025390625 
1670,1.551025390625 
1680,1.551025390625 
1690,1.551025390625 
1700,1.551025390625 
1710,1.551025390625 
1720,1.551025390625 
1730,1.551025390625 
1740,1.551025390625 
1750,1.551025390625 
1760,1.551025390625 
1770,1.551025390625 
1780,1.551025390625 
1790,1.551025390625 
1800,1.551025390625 
1810,1.551025390625 
1820,1.551025390625 
1830,1.551025390625 
1840,1.551025390625 
1850,1.551025390625 
1860,1.551025390625 
1870,1.551025390625 
1880,1.551025390625 
1890,1.551025390625 
1900,1.551025390625 
1910,1.551025390625 
1920,1.551025390625 
1930,1.551025390625 
1940,1.551025390625 
1950,1.551025390625 
1960,1.551025390625 
1970,1.551025390625 
1980,1.551025390625 
1990,1.551025390625 
2000,1.551025390625 
2010,1.551025390625 
2020,1.551025390625 
