time,page 
2160,3183.053955078125 
2170,3183.053955078125 
2180,3183.053955078125 
2190,3183.053955078125 
2200,3183.053955078125 
2210,3183.053955078125 
2220,3183.053955078125 
2230,3183.053955078125 
2240,3183.053955078125 
2250,3183.053955078125 
2260,3183.053955078125 
2270,3183.053955078125 
2280,3183.053955078125 
2290,3183.053955078125 
2300,3183.053955078125 
2310,3183.053955078125 
2320,3183.053955078125 
2330,3183.053955078125 
2340,3183.053955078125 
2350,3183.053955078125 
2360,3183.053955078125 
2370,3183.053955078125 
2380,3183.053955078125 
2390,3183.053955078125 
2400,3183.053955078125 
2410,3183.053955078125 
2420,3183.053955078125 
2430,3183.053955078125 
2440,3183.053955078125 
2450,3183.053955078125 
2460,3183.053955078125 
2470,3183.053955078125 
2480,3183.053955078125 
2490,3183.053955078125 
2500,3183.053955078125 
2510,3183.053955078125 
2520,3183.053955078125 
2530,3183.053955078125 
2540,3183.053955078125 
2550,3274.622802734375 
2560,3274.622802734375 
2570,3508.778076171875 
2580,3508.778076171875 
2590,3508.778076171875 
2600,3508.778076171875 
2610,3508.778076171875 
2620,3508.778076171875 
2630,3508.778076171875 
2640,3508.778076171875 
2650,3508.778076171875 
2660,3508.778076171875 
2670,3508.778076171875 
2680,3508.778076171875 
2690,3508.778076171875 
2700,3508.778076171875 
2710,3508.778076171875 
2720,3508.778076171875 
2730,3508.778076171875 
2740,3508.778076171875 
2750,3508.778076171875 
2760,3508.778076171875 
2770,3508.778076171875 
2780,3508.778076171875 
2790,3508.778076171875 
2800,3508.778076171875 
2810,3508.778076171875 
2820,3508.778076171875 
2830,3508.778076171875 
2840,3508.778076171875 
2850,3508.778076171875 
2860,3508.778076171875 
2870,3508.778076171875 
2880,3508.778076171875 
2890,3508.778076171875 
2900,3508.778076171875 
2910,3508.778076171875 
2920,3563.299072265625 
2930,3563.299072265625 
2940,3563.299072265625 
2950,3563.299072265625 
2960,3563.299072265625 
2970,3563.299072265625 
2980,3671.94384765625 
2990,3671.94384765625 
3000,3755.386962890625 
3010,3755.386962890625 
3020,3755.386962890625 
3030,3755.386962890625 
3040,3798.407958984375 
3050,4310.712890625 
3060,4310.712890625 
3070,4310.712890625 
3080,4310.712890625 
3090,4677.383056640625 
3100,4976.919921875 
3110,4976.919921875 
3120,4976.919921875 
3130,4976.919921875 
3140,4976.919921875 
3150,4976.919921875 
3160,4976.919921875 
3170,4976.919921875 
3180,4976.919921875 
3190,4976.919921875 
3200,4976.919921875 
3210,4976.919921875 
3220,4976.919921875 
3230,4976.919921875 
3240,4976.919921875 
3250,4976.919921875 
3260,4976.919921875 
3270,4976.919921875 
3280,4976.919921875 
3290,4976.919921875 
3300,4976.919921875 
3310,4976.919921875 
3320,4976.919921875 
3330,4976.919921875 
3340,4976.919921875 
3350,4976.919921875 
3360,4976.919921875 
3370,4976.919921875 
3380,4976.919921875 
3390,4976.919921875 
3400,5180.705078125 
3410,5180.705078125 
3420,5180.705078125 
3430,5180.705078125 
3440,5180.705078125 
3450,5180.705078125 
3460,5180.705078125 
3470,5180.705078125 
3480,5180.705078125 
3490,5180.705078125 
3500,5180.705078125 
3510,5180.705078125 
3520,5180.705078125 
3530,5180.705078125 
3540,5180.705078125 
3550,5180.705078125 
3560,5180.705078125 
3570,5180.705078125 
3580,5180.705078125 
3590,5180.705078125 
3600,5180.705078125 
3610,5297.205078125 
3620,5297.205078125 
3630,20333.298828125 
3640,20333.298828125 
3650,34244.737060546875 
3660,34531.158935546875 
3670,35638.239990234375 
3680,35638.239990234375 
3690,66353.51684570313 
3700,66353.51684570313 
3710,66353.51684570313 
3720,66353.51684570313 
3730,66353.51684570313 
3740,66353.51684570313 
3750,66353.51684570313 
3760,66353.51684570313 
3770,66353.51684570313 
3780,66353.51684570313 
3790,66353.51684570313 
3800,66353.51684570313 
3810,66353.51684570313 
3820,66353.51684570313 
3830,66353.51684570313 
3840,66353.51684570313 
3850,66353.51684570313 
3860,66353.51684570313 
3870,66353.51684570313 
3880,66353.51684570313 
3890,66353.51684570313 
3900,66353.51684570313 
3910,66353.51684570313 
3920,67568.7509765625 
3930,67568.7509765625 
3940,67568.7509765625 
3950,67568.7509765625 
3960,67568.7509765625 
3970,67568.7509765625 
3980,67568.7509765625 
3990,67568.7509765625 
4000,67568.7509765625 
4010,67568.7509765625 
4020,67568.7509765625 
4030,67568.7509765625 
4040,67568.7509765625 
4050,67568.7509765625 
4060,67568.7509765625 
4070,67568.7509765625 
4080,67568.7509765625 
4090,67568.7509765625 
4100,67568.7509765625 
4110,67568.7509765625 
4120,67568.7509765625 
4130,67568.7509765625 
4140,67568.7509765625 
4150,67568.7509765625 
4160,67568.7509765625 
4170,67568.7509765625 
4180,67568.7509765625 
4190,67568.7509765625 
4200,67568.7509765625 
4210,67568.7509765625 
4220,67568.7509765625 
4230,67568.7509765625 
4240,67568.7509765625 
4250,67568.7509765625 
4260,67568.7509765625 
4270,67568.7509765625 
4280,67568.7509765625 
4290,67568.7509765625 
4300,67568.7509765625 
4310,67568.7509765625 
4320,67568.7509765625 
4330,67568.7509765625 
4340,67568.7509765625 
4350,67568.7509765625 
4360,67568.7509765625 
4370,67568.7509765625 
4380,67568.7509765625 
4390,67568.7509765625 
4400,67568.7509765625 
4410,67568.7509765625 
4420,67568.7509765625 
4430,67568.7509765625 
4440,67568.7509765625 
4450,67568.7509765625 
4460,67568.7509765625 
4470,67568.7509765625 
4480,67568.7509765625 
4490,67568.7509765625 
4500,67568.7509765625 
4510,67568.7509765625 
4520,67568.7509765625 
4530,67568.7509765625 
4540,67568.7509765625 
4550,67568.7509765625 
4560,67568.7509765625 
4570,67568.7509765625 
4580,67568.7509765625 
4590,70388.80297851563 
4600,70388.80297851563 
4610,70388.80297851563 
4620,70388.80297851563 
4630,70388.80297851563 
4640,70388.80297851563 
4650,70388.80297851563 
4660,70388.80297851563 
4670,70388.80297851563 
4680,70388.80297851563 
4690,70388.80297851563 
4700,70388.80297851563 
4710,70388.80297851563 
4720,70388.80297851563 
4730,70388.80297851563 
4740,70388.80297851563 
4750,70388.80297851563 
4760,70388.80297851563 
4770,70388.80297851563 
4780,70388.80297851563 
