time,page 
2480,1468.5354313888433 
2490,1455.0201549850244 
2500,1501.5928619102597 
2510,1483.811141126504 
2520,1527.5852133168955 
2530,1503.1232636311256 
2540,1484.7384166975532 
2550,1668.4410605053197 
2560,1604.669559344925 
2570,1710.1286474300316 
2580,1554.8422515238851 
2590,1514.2563096851213 
2600,1743.4991491509766 
2610,1524.495394151011 
2620,1543.205728169401 
2630,1701.5570834038804 
2640,1662.6049221875908 
2650,1722.0276868651633 
2660,1810.4151593529575 
2670,1649.6452549446255 
2680,1699.2940536779065 
2690,1811.787544947606 
2700,1790.6306996507249 
2710,1532.9095423043352 
2720,1834.7551432193693 
2730,1945.9896385776865 
2740,1602.192364414345 
2750,1727.6747652215277 
2760,1820.9228273340777 
2770,1694.3015024625695 
2780,2143.5929816016537 
2790,1832.5028049774437 
2800,1796.9922014403712 
2810,1819.3349046911594 
2820,1729.397268822789 
2830,1782.4178778521998 
2840,2164.552172262992 
2850,1987.9110107421827 
2860,1684.162888578617 
2870,1691.312867134546 
2880,1791.0681144790726 
2890,2119.014152155002 
2900,2147.800575591758 
2910,2145.8215474083613 
2920,1996.0125332568075 
2930,2121.752455509895 
2940,1724.6596324487768 
2950,1754.0390059660374 
2960,2287.8875367763253 
2970,2309.830723332724 
2980,2189.0395190933787 
2990,1828.389041092341 
3000,2425.170441267046 
3010,1880.1043892663854 
3020,1857.0476486225846 
3030,2224.626695742689 
3040,2583.1291849976596 
3050,2307.620030247551 
3060,2163.3184481826875 
3070,2477.690421848116 
3080,2435.9688256913046 
3090,2461.390818375678 
3100,2267.4191489753744 
3110,2254.0276269960013 
3120,2438.0346594243083 
3130,2370.7431832521606 
3140,2406.032172698882 
3150,2207.901765591773 
3160,2531.238678522588 
3170,2206.6141892660594 
3180,2224.1683349134746 
3190,2818.166414820065 
3200,2511.352688593368 
3210,2474.2148195090836 
3220,2499.82086549565 
3230,2483.1697465898064 
3240,2576.5567076011757 
3250,2181.3536677606407 
3260,2261.798178863853 
3270,2478.544049957392 
3280,2508.1237572777763 
3290,2612.6925889503405 
3300,2587.4412652632786 
3310,2522.316392519181 
3320,2589.6980004066427 
3330,2618.0746120355147 
3340,2568.9180075938516 
3350,2615.9506450712615 
3360,2830.049447815534 
3370,2612.328045801699 
3380,2841.1068630483264 
3390,2418.6255563188142 
3400,3327.0880407748155 
3410,3379.0705319059302 
3420,2768.1673939641496 
3430,3001.480293438511 
3440,2843.2939406085284 
3450,2649.548129168458 
3460,2750.9885469099963 
3470,2775.9618472212155 
3480,2752.443715756123 
3490,2738.750652839857 
3500,2717.6537645753087 
3510,2743.8276148538853 
3520,2829.729351581408 
3530,2919.242191777392 
3540,2472.412746491766 
3550,3065.6985767201254 
3560,2579.5025857422734 
3570,3228.9973677210214 
3580,2603.4683766819007 
3590,2649.4574178175963 
3600,2598.9852734353235 
3610,3570.5250759814676 
3620,3773.4175285700117 
3630,4690.859126063011 
3640,4164.079038035354 
3650,4560.07889066131 
3660,4202.075961947141 
3670,3811.576873618358 
3680,3004.1686893506426 
3690,3864.6922756027075 
3700,3615.8447416808267 
3710,3839.3837387174067 
3720,3446.9787433765496 
3730,3003.558876446071 
3740,3789.9217530042297 
3750,3056.007213660796 
3760,3894.0841703389356 
3770,3661.996320455537 
3780,3876.993748815796 
3790,3723.202177759873 
3800,3412.3220526700347 
3810,3334.929659854349 
3820,2877.9141507311283 
3830,3396.701811778804 
3840,4117.161198044284 
3850,4263.907136131857 
3860,4871.46326931785 
3870,4443.6807649147695 
3880,4569.73969690979 
3890,4370.208575885164 
3900,5489.115639070526 
3910,4782.269920254581 
3920,6384.322857580271 
3930,4841.498937010981 
3940,4889.16344016958 
3950,6155.8214190583985 
3960,3499.402017342974 
3970,6419.402355311958 
3980,3690.786579144165 
3990,5151.1742946162385 
4000,2790.079673421298 
4010,2764.8592642563667 
4020,2804.28884624001 
4030,2782.6277218621567 
4040,2651.853620131631 
4050,2673.872552650634 
4060,3177.955170596271 
4070,3026.857177267006 
4080,2708.8291854264216 
4090,2918.271819982397 
4100,2665.9730632377577 
4110,3172.3987739735635 
4120,3171.1064273327374 
4130,3373.4915447273493 
4140,3063.273353758271 
4150,2948.346348978129 
4160,2974.339974712466 
4170,3452.505195136013 
4180,3727.5247109258726 
4190,3833.8514117944746 
4200,4186.272160610371 
4210,4261.806666799347 
4220,3843.5336397823116 
4230,3929.144119105729 
4240,4274.115961553211 
4250,4274.256071774465 
4260,3796.101797964412 
4270,3494.141798115969 
4280,3843.573485164573 
4290,4159.7063797820465 
4300,4586.004512479049 
4310,4590.457135442319 
4320,4314.320913940675 
4330,4029.132672014623 
4340,4191.868042423724 
4350,4428.566583781233 
4360,5052.683533054557 
4370,3922.08505531252 
4380,4567.3684157680445 
4390,4625.475327458808 
4400,4458.575584219604 
4410,3447.7698938023104 
4420,3785.428462864199 
4430,3938.1233701141455 
4440,3277.748860894672 
4450,2919.643789887769 
4460,4012.1497782521146 
4470,4541.437314746572 
4480,4972.068151907031 
4490,5281.940397845483 
4500,4819.361043025509 
4510,5210.835902541552 
4520,5749.4428265238985 
4530,5765.686133107089 
4540,6067.513416582969 
4550,6839.477728722328 
4560,4955.534515130432 
4570,5714.431140351091 
4580,6473.161973691308 
4590,6101.738089355354 
4600,6744.249608080432 
4610,5011.638053489538 
4620,5486.515896620378 
4630,5593.26775891842 
4640,5227.820423091375 
4650,5500.91665041325 
4660,5618.923739363699 
4670,5979.398088798329 
4680,4864.325357689319 
4690,5056.349546672996 
4700,6163.049924732191 
4710,4676.644174238653 
4720,6885.5657966693925 
4730,5952.794348925447 
4740,5115.214466714622 
4750,4825.622470329228 
4760,5054.436865118489 
4770,5219.414048130542 
4780,5589.59927871262 
