time,connect,request 
50,0.22550226178180802,0.7710112334900451 
60,0.2916339805418485,3.155676316797661 
70,0.21009771877886077,2.855092148539081 
80,0.22682960145569606,4.157692249782947 
90,0.2688119540928908,5.481945341656384 
100,0.34465168185790296,7.179123638733889 
110,0.2617126975728198,8.782451050968946 
120,0.23450357883109413,9.861313397160625 
130,0.31078155608611885,11.52972521916418 
140,0.23844314906073355,13.260805116575638 
150,0.2703750991805744,13.530342314204589 
160,0.35305273467461357,15.194470856759692 
170,0.3233971180146654,16.77283587346507 
180,0.28751071170932263,18.359250452593116 
190,0.3322544440725918,19.60083242194695 
200,0.3145736586768811,20.72575644144818 
210,0.2930007014812293,20.625825191771828 
220,0.2934889537796933,20.514806456046113 
230,0.3013819379713392,23.91133194738561 
240,0.5368653635584066,23.721940211962067 
250,0.25363183532201244,25.816563593189997 
260,0.2670768126852957,26.225153973112572 
270,0.25347639662853966,25.945149119236373 
280,0.2829131081450517,28.339121713382983 
290,14.030073126323538,32.490137879254995 
300,0.2897552917631161,30.66798790270416 
310,0.2534079784627805,32.56629800068985 
320,0.2595252054859331,34.20592016474661 
330,0.3161120104621814,36.389062903885 
340,0.25666862039790606,34.01613304350381 
350,0.3143189929344867,37.628337438212476 
360,0.23421790063339315,38.67147579499012 
370,0.2555200576762752,40.318500297648214 
380,0.3200484947855301,39.889068248807625 
390,0.26650181206710205,41.74058468855459 
400,0.31729783203055806,44.11185473997296 
410,0.2924751718406645,47.205206843814594 
420,0.2970365743538257,50.06450587615398 
430,0.2828219231752877,48.25320663636199 
440,0.361104405452562,48.23366627019014 
450,0.3282009071316915,51.80621088847739 
460,0.30192942352503244,48.738732850354644 
470,0.32704810308479443,51.51083499276642 
480,0.8063871479303114,51.641109215254815 
490,0.31184470104874823,56.750854166964054 
500,0.3117511913448371,60.779623772906405 
510,7.322216093077912,56.78667868201865 
520,0.36556933927543467,59.32582676234366 
530,0.40172484232157474,63.52658277613292 
540,0.29252442538330276,68.92973091521638 
550,0.26704640121381645,68.60673818137383 
560,0.4003658768890595,70.19934319922031 
570,0.35114510373086466,72.38602502818789 
580,0.35116285866415053,73.2665390547892 
590,0.3496585098903433,76.27206356053254 
600,0.34153402611070394,74.16659614510998 
610,0.36410648041606225,83.48946076043637 
620,0.30906042346920626,76.49523896082704 
630,0.3551045179337462,72.11651743902607 
640,0.3084479855474989,72.67520252766866 
650,0.3341275976187109,87.84297580049542 
660,0.38243417514835626,87.96318786536777 
670,0.32449260217842996,80.3310177976135 
680,0.37248556381071685,89.56618888283876 
690,0.2986876289829407,95.88259004885727 
700,0.3187929446270908,92.4270920698059 
710,0.42833042737511334,90.20942431758165 
720,0.2833867418080481,95.39772160143814 
730,0.4869722758701734,91.16007992254191 
740,0.2516799322109218,101.1540960657903 
750,0.31337149355768545,102.74378190625372 
760,0.34301017258296584,100.39034836033345 
770,0.31789271621192017,103.82056247546682 
780,0.3225024717326564,99.51064709147207 
790,0.31604280470018364,100.6366495187034 
800,0.32162045227266106,101.0046066185957 
810,0.3072442729176597,104.52667726234787 
820,0.3183244098706896,121.74253752286212 
830,0.29644581669577325,103.40073946068296 
840,0.4690131791298722,111.32238440909039 
850,0.2840762411523253,106.91648239430495 
860,0.33545697580199957,115.46418931895339 
870,0.33111136256133866,109.63678462633403 
880,0.42461799429659464,111.51094874539051 
890,0.36705895236528624,114.34576419208646 
900,0.25385205270960676,120.06025476724899 
910,0.3442639658929364,117.8652590071374 
920,0.4653537921626671,115.53066394732501 
930,0.3672116780785198,118.1084913231497 
940,0.42651816490228395,117.34608349412461 
950,0.3693188633504697,121.14364972394759 
960,0.3454342658231458,126.51190260487174 
970,0.3389488213988518,125.87554929940913 
980,0.24450543926194016,122.705923871875 
990,0.4022637343832464,126.29739481577847 
1000,0.25814899393091234,133.92869889691923 
1010,0.3713132503316409,128.03412434102222 
1020,0.36652028476194626,125.81531318206224 
1030,0.3535156270410516,127.50399046178502 
