time,connect,request 
50,0.315185546875,0.328125 
60,0.315185546875,0.328125 
70,0.31201171875,0.328125 
80,0.31201171875,0.328125 
90,0.31201171875,0.328125 
100,0.31201171875,0.328125 
110,0.31201171875,0.328125 
120,0.31201171875,0.328125 
130,0.31201171875,0.328125 
140,0.307861328125,0.328125 
150,0.307861328125,0.328125 
160,0.307861328125,0.328125 
170,0.299072265625,0.328125 
180,0.299072265625,0.328125 
190,0.299072265625,0.328125 
200,0.299072265625,0.328125 
210,0.299072265625,0.328125 
220,0.299072265625,0.328125 
230,0.291015625,0.328125 
240,0.291015625,0.328125 
250,0.291015625,0.328125 
260,0.291015625,0.328125 
270,0.291015625,0.328125 
280,0.291015625,0.328125 
290,0.291015625,0.328125 
300,0.291015625,0.328125 
310,0.291015625,0.328125 
320,0.291015625,0.328125 
330,0.291015625,0.328125 
340,0.291015625,0.328125 
350,0.291015625,0.328125 
360,0.287841796875,0.328125 
370,0.287841796875,0.328125 
380,0.287841796875,0.328125 
390,0.287841796875,0.328125 
400,0.287841796875,0.328125 
410,0.287841796875,0.328125 
420,0.287841796875,0.328125 
430,0.287841796875,0.328125 
440,0.287841796875,0.328125 
450,0.287841796875,0.328125 
460,0.287841796875,0.328125 
470,0.277099609375,0.328125 
480,0.260009765625,0.328125 
490,0.260009765625,0.328125 
500,0.260009765625,0.328125 
510,0.260009765625,0.328125 
520,0.260009765625,0.328125 
530,0.260009765625,0.328125 
540,0.260009765625,0.328125 
550,0.260009765625,0.328125 
560,0.260009765625,0.328125 
570,0.260009765625,0.328125 
580,0.260009765625,0.328125 
590,0.260009765625,0.328125 
600,0.260009765625,0.328125 
610,0.260009765625,0.328125 
620,0.260009765625,0.328125 
630,0.260009765625,0.328125 
640,0.260009765625,0.328125 
650,0.260009765625,0.328125 
660,0.260009765625,0.328125 
670,0.260009765625,0.328125 
680,0.260009765625,0.328125 
690,0.260009765625,0.328125 
700,0.260009765625,0.328125 
710,0.260009765625,0.328125 
720,0.260009765625,0.328125 
730,0.260009765625,0.328125 
740,0.260009765625,0.328125 
750,0.260009765625,0.328125 
760,0.260009765625,0.328125 
770,0.260009765625,0.328125 
780,0.260009765625,0.328125 
790,0.260009765625,0.328125 
800,0.260009765625,0.328125 
810,0.260009765625,0.328125 
820,0.260009765625,0.328125 
830,0.260009765625,0.328125 
840,0.260009765625,0.328125 
850,0.260009765625,0.328125 
860,0.260009765625,0.328125 
870,0.260009765625,0.328125 
880,0.260009765625,0.328125 
890,0.260009765625,0.328125 
900,0.260009765625,0.328125 
910,0.260009765625,0.328125 
920,0.260009765625,0.328125 
930,0.260009765625,0.328125 
940,0.260009765625,0.328125 
950,0.260009765625,0.328125 
960,0.260009765625,0.328125 
970,0.260009765625,0.328125 
980,0.260009765625,0.328125 
990,0.260009765625,0.328125 
1000,0.260009765625,0.328125 
1010,0.260009765625,0.328125 
1020,0.260009765625,0.328125 
1030,0.260009765625,0.328125 
1040,0.260009765625,0.328125 
1050,0.260009765625,0.328125 
1060,0.260009765625,0.328125 
1070,0.260009765625,0.328125 
1080,0.260009765625,0.328125 
1090,0.260009765625,0.328125 
1100,0.260009765625,0.328125 
1110,0.260009765625,0.328125 
1120,0.260009765625,0.328125 
1130,0.260009765625,0.328125 
1140,0.260009765625,0.328125 
1150,0.260009765625,0.328125 
1160,0.260009765625,0.328125 
1170,0.260009765625,0.328125 
1180,0.260009765625,0.328125 
1190,0.260009765625,0.328125 
1200,0.260009765625,0.328125 
1210,0.260009765625,0.328125 
1220,0.260009765625,0.328125 
1230,0.260009765625,0.328125 
1240,0.260009765625,0.328125 
1250,0.260009765625,0.328125 
1260,0.260009765625,0.328125 
1270,0.260009765625,0.328125 
1280,0.260009765625,0.328125 
1290,0.260009765625,0.328125 
1300,0.260009765625,0.328125 
1310,0.260009765625,0.328125 
1320,0.260009765625,0.328125 
1330,0.260009765625,0.328125 
1340,0.260009765625,0.328125 
1350,0.260009765625,0.328125 
1360,0.260009765625,0.328125 
1370,0.260009765625,0.328125 
1380,0.260009765625,0.328125 
1390,0.260009765625,0.328125 
1400,0.260009765625,0.328125 
1410,0.260009765625,0.328125 
1420,0.260009765625,0.328125 
1430,0.260009765625,0.328125 
1440,0.260009765625,0.328125 
1450,0.260009765625,0.328125 
1460,0.260009765625,0.328125 
1470,0.260009765625,0.328125 
1480,0.260009765625,0.328125 
1490,0.260009765625,0.328125 
1500,0.260009765625,0.328125 
1510,0.260009765625,0.328125 
1520,0.260009765625,0.328125 
1530,0.260009765625,0.328125 
1540,0.260009765625,0.328125 
1550,0.260009765625,0.328125 
1560,0.260009765625,0.328125 
1570,0.260009765625,0.328125 
1580,0.260009765625,0.328125 
1590,0.260009765625,0.328125 
1600,0.260009765625,0.328125 
1610,0.260009765625,0.328125 
1620,0.260009765625,0.328125 
1630,0.260009765625,0.328125 
1640,0.260009765625,0.328125 
1650,0.260009765625,0.328125 
1660,0.260009765625,0.328125 
1670,0.260009765625,0.328125 
1680,0.260009765625,0.328125 
