time,load@tsung_controller@3569fb844dae 
1880,0.01953125 
1890,0.01953125 
1900,0.01953125 
1910,0.01953125 
1920,0.01953125 
1930,0.01953125 
1940,0.01953125 
1950,0.01953125 
1960,0.01953125 
1970,0.01953125 
1980,0.01953125 
1990,0.01953125 
2000,0.01953125 
2010,0.01953125 
2020,0.01953125 
2030,0.01953125 
2040,0.01953125 
2050,0.01953125 
2060,0.01953125 
2070,0.01953125 
2080,0.01953125 
2090,0.01953125 
2100,0.01953125 
2110,0.01953125 
2120,0.01953125 
2130,0.01953125 
2140,0.01953125 
2150,0.01953125 
2160,0.01953125 
2170,0.01953125 
2180,0.01953125 
2190,0.01953125 
2200,0.01953125 
2210,0.01953125 
2220,0.01953125 
2230,0.01953125 
2240,0.01953125 
2250,0.01953125 
2260,0.01953125 
2270,0.01953125 
2280,0.01953125 
2290,0.01953125 
2300,0.01953125 
2310,0.01953125 
2320,0.01953125 
2330,0.01953125 
2340,0.01953125 
2350,0.01953125 
2360,0.01953125 
2370,0.01953125 
2380,0.01953125 
2390,0.01953125 
2400,0.01953125 
2410,0.01953125 
2420,0.01953125 
2430,0.01953125 
2440,0.01953125 
2450,0.01953125 
2460,0.01953125 
2470,0.01953125 
2480,0.01953125 
2490,0.01953125 
2500,0.01953125 
2510,0.01953125 
2520,0.01953125 
2530,0.01953125 
2540,0.01953125 
2550,0.01953125 
2560,0.01953125 
2570,0.01953125 
2580,0.01953125 
2590,0.01953125 
2600,0.01953125 
2610,0.01953125 
2620,0.01953125 
2630,0.01953125 
2640,0.01953125 
2650,0.01953125 
2660,0.01953125 
2670,0.01953125 
2680,0.01953125 
2690,0.01953125 
2700,0.01953125 
2710,0.01953125 
2720,0.01953125 
2730,0.01953125 
2740,0.01953125 
2750,0.01953125 
2760,0.01953125 
2770,0.01953125 
2780,0.01953125 
2790,0.01953125 
2800,0.01953125 
2810,0.01953125 
2820,0.01953125 
2830,0.01953125 
2840,0.01953125 
2850,0.01953125 
2860,0.01953125 
2870,0.01953125 
2880,0.01953125 
2890,0.01953125 
2900,0.01953125 
2910,0.01953125 
2920,0.01953125 
2930,0.01953125 
2940,0.01953125 
2950,0.01953125 
2960,0.01953125 
2980,0.01953125 
2990,0.01953125 
3000,0.01953125 
3010,0.01953125 
3020,0.01953125 
3030,0.01953125 
3040,0.01953125 
3050,0.01953125 
3060,0.01953125 
3070,0.01953125 
3080,0.01953125 
3090,0.01953125 
3100,0.01953125 
3110,0.01953125 
3120,0.01953125 
3130,0.01953125 
3140,0.01953125 
3150,0.01953125 
3160,0.01953125 
3170,0.01953125 
3180,0.01953125 
3190,0.01953125 
3200,0.01953125 
3210,0.01953125 
3220,0.01953125 
3230,0.01953125 
3240,0.01953125 
3250,0.01953125 
3260,0.01953125 
3270,0.01953125 
3280,0.01953125 
3290,0.01953125 
3300,0.01953125 
3310,0.01953125 
3320,0.01953125 
3330,0.01953125 
3340,0.01953125 
3350,0.01953125 
3360,0.01953125 
3370,0.01953125 
3380,0.01953125 
3390,0.01953125 
3400,0.01953125 
3410,0.01953125 
3420,0.01953125 
3430,0.01953125 
3440,0.01953125 
3450,0.01953125 
3460,0.01953125 
3470,0.01953125 
3480,0.01953125 
3490,0.01953125 
3500,0.01953125 
3510,0.01953125 
3520,0.01953125 
3530,0.01953125 
3540,0.01953125 
3550,0.01953125 
3560,0.01953125 
3570,0.01953125 
3580,0.01953125 
3590,0.01953125 
3600,0.01953125 
3610,0.01953125 
3620,0.01953125 
3630,0.01953125 
3640,0.01953125 
3650,0.01953125 
3660,0.01953125 
3670,0.01953125 
3680,0.01953125 
3690,0.01953125 
3700,0.01953125 
3710,0.01953125 
3720,0.01953125 
3730,0.01953125 
3740,0.01953125 
3750,0.01953125 
3760,0.01953125 
3770,0.01953125 
3780,0.01953125 
3790,0.01953125 
3800,0.01953125 
3810,0.01953125 
3820,0.01953125 
3830,0.01953125 
3840,0.01953125 
3850,0.01953125 
3860,0.01953125 
3870,0.01953125 
3880,0.01953125 
3890,0.01953125 
3900,0.01953125 
3910,0.01953125 
3920,0.01953125 
3930,0.01953125 
3940,0.01953125 
3950,0.01953125 
3960,0.01953125 
3970,0.01953125 
3980,0.01953125 
3990,0.01953125 
4000,0.01953125 
4010,0.01953125 
4020,0.01953125 
4030,0.01953125 
4040,0.01953125 
4050,0.01953125 
4060,0.01953125 
4070,0.01953125 
4080,0.01953125 
4090,0.01953125 
4100,0.01953125 
4110,0.01953125 
4120,0.01953125 
4130,0.01953125 
4140,0.01953125 
4150,0.01953125 
4160,0.01953125 
4170,0.01953125 
4180,0.01953125 
4190,0.01953125 
4200,0.01953125 
4210,0.01953125 
4220,0.01953125 
4230,0.01953125 
4240,0.01953125 
4250,0.01953125 
4260,0.01953125 
4270,0.01953125 
4280,0.01953125 
4290,0.01953125 
4300,0.01953125 
4310,0.01953125 
4320,0.01953125 
4330,0.01953125 
4340,0.01953125 
4350,0.01953125 
4360,0.01953125 
4370,0.01953125 
4380,0.01953125 
4390,0.01953125 
4400,0.01953125 
4410,0.01953125 
4420,0.01953125 
4430,0.01953125 
4440,0.01953125 
4450,0.01953125 
4460,0.01953125 
4470,0.01953125 
4480,0.01953125 
4490,0.01953125 
4500,0.01953125 
4510,0.01953125 
4520,0.01953125 
4530,0.01953125 
4540,0.01953125 
4550,0.01953125 
4560,0.01953125 
4570,0.01953125 
4580,0.01953125 
4590,0.01953125 
4600,0.01953125 
4610,0.01953125 
4620,0.01953125 
4630,0.01953125 
4640,0.01953125 
4660,0.01953125 
4670,0.01953125 
4680,0.01953125 
4690,0.01953125 
4700,0.01953125 
4710,0.01953125 
4720,0.01953125 
4730,0.01953125 
4740,0.01953125 
4750,0.01953125 
4760,0.01953125 
4770,0.01953125 
4780,0.01953125 
